X,Y,FID,NAME,CLASS,ST,STFIPS,PLACEFIPS,CAPITAL,POP_CLASS,POPULATION,POP2010,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,HISPANIC,OTHER,MULT_RACE,MALES,FEMALES,AGE_UNDER5,AGE_5_9,AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_64,AGE_65_74,AGE_75_84,AGE_85_UP,MED_AGE,MED_AGE_M,MED_AGE_F,HOUSEHOLDS,AVE_HH_SZ,HSEHLD_1_M,HSEHLD_1_F,MARHH_CHD,MARHH_NO_C,MHH_CHILD,FHH_CHILD,FAMILIES,AVE_FAM_SZ,HSE_UNITS,VACANT,OWNER_OCC,RENTER_OCC
-90.1426335,32.4250753060001,3241,Ridgeland,city,MS,28,2862520, ,6,26264,24047,14302,7864,44,960,9,1133,567,301,11114,12933,1608,1461,1496,1480,1837,4590,3173,3413,2544,1126,792,527,33.9,32.9,34.8,10886,2.18,2091,2775,1897,2170,257,1127,6002,2.92,11735,849,5217,5669
-90.0030270829999,34.9860164350001,3242,Southaven,city,MS,28,2869280, ,7,53981,48982,34787,10852,153,841,28,2472,1481,840,23570,25412,3765,3862,3987,3472,2932,7443,7370,6377,4684,3030,1550,510,33.7,32.4,34.9,17969,2.71,2148,2620,4666,4488,632,2103,13125,3.16,19101,1132,12541,5428
-88.8297416069999,33.460831543,3243,Starkville,city,MS,28,2870240, ,6,24912,23888,14246,8274,48,894,13,429,104,309,11824,12064,1500,1292,1076,1403,5998,4065,2184,2256,1870,1161,735,348,26.3,25.4,27.4,10706,2.17,2823,2801,1296,1874,158,1058,5054,2.87,11767,1061,4009,6697
-88.7298092469999,34.263735204,3244,Tupelo,city,MS,28,2874840, ,6,36133,34546,20283,12709,45,339,4,1205,679,487,16215,18331,2605,2654,2601,2358,1976,4809,4377,4568,3691,2439,1622,846,35.6,33.4,37.6,13602,2.47,1882,2703,2605,3201,329,1907,8965,3.08,15371,1769,8138,5464
-90.880144542,32.3471528060001,3245,Vicksburg,city,MS,28,2876720, ,6,23578,23856,7469,15763,58,211,8,409,149,198,10931,12925,1808,1749,1779,1718,1388,3245,2777,3416,2779,1588,1123,486,35.8,33.8,37.7,9457,2.47,1569,1964,1206,1721,317,1726,5899,3.15,10992,1535,5332,4125
-88.657159196,33.606392321,3246,West Point,city,MS,28,2879120, ,6,11082,11307,4248,6943,10,20,2,99,31,53,5142,6165,844,804,851,866,722,1394,1296,1447,1393,817,594,279,36.3,34,38.3,4444,2.48,559,837,585,977,114,894,3043,3.04,5011,567,2583,1861
-90.406721073,32.8618192540001,3247,Yazoo City,city,MS,28,2881520, ,6,10921,11403,1846,9405,18,60,0,79,10,64,5227,6176,1065,934,960,997,850,1489,1217,1425,1044,669,517,236,30.8,27.2,33.8,3960,2.76,562,718,466,506,124,1080,2672,3.42,4442,482,1950,2010
-90.325622471,38.549351583,3248,Affton,Census Designated Place,MO,29,2900280, ,6,22036,20307,19163,343,32,417,3,419,71,278,9749,10558,1134,1022,1096,1259,1235,2949,2491,3365,2490,1484,1271,511,41,38.6,43.3,8838,2.3,1410,1980,1654,2433,184,501,5419,2.94,9347,509,6973,1865
-90.372537236,38.4294058140001,3249,Arnold,city,MO,29,2901972, ,6,21340,20808,20046,116,47,185,5,455,128,281,10138,10670,1286,1341,1382,1416,1232,2632,2823,3251,2459,1667,1005,314,39,37,40.8,8090,2.55,1084,1279,1818,2411,257,652,5695,3.02,8547,457,6320,1770
-90.550015397,38.594959541,3250,Ballwin,city,MO,29,2903160, ,6,31205,30404,27162,748,68,1704,8,733,191,523,14642,15762,1787,2171,2241,2012,1430,3123,4095,5028,3927,2444,1669,477,41.3,40.1,42.3,11874,2.56,1287,1934,3226,4007,193,618,8631,3.04,12435,561,9831,2043
-90.2279073939999,38.752879018,3251,Bellefontaine Neighbors,city,MO,29,2904222, ,6,10872,10860,2792,7892,12,18,1,54,24,121,5007,5853,623,649,721,825,536,1255,1542,1752,1460,637,530,330,40.5,38.7,41.7,4311,2.41,579,938,546,834,132,765,2784,2.98,4645,334,3553,758
-94.5336035769999,38.8192116020001,3252,Belton,city,MO,29,2904384, ,6,23674,23116,19800,1383,146,197,28,1874,846,716,11181,11935,1878,1927,1700,1611,1411,3498,3023,3337,2245,1318,830,338,33.7,32.2,35,8623,2.67,1078,1419,2112,2158,364,905,6083,3.15,9440,817,5871,2752
-94.272128768,39.0122304000001,3253,Blue Springs,city,MO,29,2906652, ,7,55231,52575,46051,3257,241,654,82,2618,669,1621,25519,27056,3795,4086,4277,3872,3129,7352,7262,7661,6201,3023,1380,537,34.7,33.4,35.8,19522,2.68,2283,2677,5116,5670,693,1978,14468,3.09,20643,1121,13973,5549
-93.417461388,37.605354806,3254,Bolivar,city,MO,29,2906976, ,6,10659,10325,9790,155,54,64,4,259,73,185,4803,5522,711,643,542,1031,1461,1310,978,1015,806,725,710,393,30.3,27.9,33.2,3970,2.29,600,1010,700,1020,107,333,2342,2.92,4432,462,2002,1968
-93.218227687,36.640295676,3255,Branson,city,MO,29,2907966, ,6,11527,10520,9358,207,92,159,13,928,413,278,5039,5481,582,509,539,596,831,1417,1302,1356,1331,1176,622,259,41.2,38.9,43.2,4688,2.2,814,1161,651,1357,107,310,2695,2.77,8599,3911,2057,2631
-90.408150991,38.754478986,3256,Bridgeton,city,MO,29,2908398, ,6,11791,11550,8362,2162,25,288,2,743,474,237,5428,6122,594,573,637,748,680,1395,1212,1905,1470,1081,774,481,44.5,41.3,47,4760,2.33,761,1027,776,1309,132,412,2957,2.94,5088,328,3082,1678
-89.5595066339999,37.310728925,3257,Cape Girardeau,city,MO,29,2911242, ,6,39858,37941,30783,4839,87,718,17,1046,585,912,17982,19959,2306,2073,1789,3391,5429,5170,3769,4421,4016,2446,1980,1151,32.3,31.3,33.4,15205,2.27,2974,3703,2188,3715,364,1341,8466,2.89,16760,1555,8123,7082
-94.306277,37.163841828,3258,Carthage,city,MO,29,2911656, ,6,15283,14378,10581,222,142,146,92,3685,2712,483,7034,7344,1414,1206,952,1000,1092,2145,1581,1615,1368,865,768,372,31.9,30.2,33.8,5169,2.69,698,1011,1142,1196,242,588,3419,3.26,5753,584,2931,2238
-90.580491056,38.6588059770001,3259,Chesterfield,city,MO,29,2913600, ,6,48292,47484,41078,1257,74,4091,15,1323,326,643,22675,24809,2050,2895,3450,3026,1860,3917,5337,7975,7438,4775,3145,1616,46.5,45,47.9,19224,2.42,2136,3606,4782,7168,200,637,13461,2.94,20393,1169,14977,4247
-90.3412117499999,38.6471436690001,3260,Clayton,city,MO,29,2914572, ,6,16362,15939,12431,1305,26,1722,5,488,67,383,8115,7824,477,714,773,2959,1988,1988,1711,1843,1613,880,674,319,29.4,28.5,30.6,5322,2.12,976,1425,1082,1382,64,255,2921,2.86,6321,999,3226,2096
-92.327717403,38.9471112890001,3261,Columbia,city,MO,29,2915670, ,8,121061,108500,85742,12217,362,5628,69,3729,1155,3327,52458,56042,6475,5692,5130,11035,21656,17635,11370,11233,9071,4565,2972,1666,27,26.6,27.5,43065,2.32,10175,11308,7004,8334,868,3215,21418,2.94,46758,3693,20419,22646
-90.357320293,38.5117082030001,3262,Concord,Census Designated Place,MO,29,2916030, ,6,16903,16421,15771,106,23,275,4,231,55,187,7782,8639,746,875,980,916,719,1577,1715,2628,2351,1922,1555,437,47.7,46.1,49.2,7057,2.33,821,1405,1367,2611,106,307,4819,2.84,7304,247,6154,903
-90.378268326,38.5569119430001,3263,Crestwood,city,MO,29,2917218, ,6,11934,11912,11168,191,18,280,7,229,49,199,5607,6305,648,685,674,645,514,1302,1317,1879,1596,1122,1086,444,45.9,43.3,47.8,5153,2.29,655,1141,1013,1697,75,213,3348,2.87,5452,299,4554,599
-90.443010965,38.6621244040001,3264,Creve Coeur,city,MO,29,2917272, ,6,18379,17833,14251,1278,34,1800,3,461,124,343,8593,9240,839,990,1152,1134,905,2069,1964,2625,2455,1680,1302,718,44.3,42.5,45.9,7654,2.26,1222,1703,1615,2459,83,283,4717,2.91,8433,779,5228,2426
-90.72365675,38.766412502,3265,Dardenne Prairie,city,MO,29,2918253, ,6,12706,11494,10423,404,17,404,5,234,53,188,5628,5866,780,1177,1259,863,326,820,2153,1904,1109,700,337,66,37.6,37.6,37.6,3670,3.13,173,281,1687,1212,68,134,3208,3.38,3768,98,3527,143
-90.649127355,38.5013420240001,3266,Eureka,city,MO,29,2922834, ,6,10854,10189,9671,83,25,194,6,204,32,178,5050,5139,726,937,930,782,390,1064,1657,1724,999,507,302,171,36.8,35.7,37.8,3474,2.87,328,376,1303,996,91,224,2758,3.27,3683,209,2955,519
-94.237551174,39.339469912,3267,Excelsior Springs,city,MO,29,2923086, ,6,11171,11084,10267,313,83,53,13,369,93,262,5349,5735,775,758,739,878,791,1384,1342,1575,1196,871,537,238,36.7,34.4,38.8,4278,2.46,609,813,857,1137,161,418,2836,2.99,4771,493,2738,1540
-90.428874932,37.782094688,3268,Farmington,city,MO,29,2923752, ,6,17600,16240,14658,1160,52,130,7,247,49,184,9146,7094,893,852,841,895,1222,2795,2275,2324,1694,1094,904,451,37.5,35.9,40.7,5620,2.26,869,1404,972,1319,166,549,3313,2.88,6172,552,3185,2435
-90.304086,38.7461637490001,3269,Ferguson,city,MO,29,2923986, ,6,21306,21203,6206,14297,80,103,4,260,92,421,9501,11702,1731,1673,1571,1799,1503,2786,2582,3055,2314,1140,714,335,33.3,30.2,35.4,8192,2.56,1127,1541,1043,1382,295,1840,5500,3.12,9105,913,4891,3301
-90.4097012939999,38.219550385,3270,Festus,city,MO,29,2924094, ,6,11981,11602,10843,389,25,93,5,141,22,225,5598,6004,929,912,810,716,670,1792,1434,1559,1171,781,615,213,34.8,33.1,37,4636,2.47,639,934,1070,1074,144,474,3036,3.04,4972,336,3067,1569
-90.326884161,38.799580523,3271,Florissant,city,MO,29,2924778, ,7,53362,52158,36148,13957,117,398,20,1029,316,1202,24406,27752,3328,3325,3500,3646,3125,7347,6318,7657,5826,3486,3274,1326,37.8,35.5,39.8,21247,2.42,3092,4278,3816,5186,618,2353,13800,3,22632,1385,15957,5290
-92.113739283,37.7698501370001,3272,Fort Leonard Wood,Census Designated Place,MO,29,2925264, ,6,15582,15061,10627,2487,157,385,111,2200,577,717,10829,4232,895,646,469,3595,5309,2992,949,164,32,10,0,0,21.8,21.8,21.9,1638,3.27,237,55,972,249,36,79,1342,3.66,2014,376,10,1628
-91.951154617,38.8544915510001,3273,Fulton,city,MO,29,2926182, ,6,12809,12790,10668,1531,62,148,6,270,82,293,7012,5778,691,642,526,1218,1923,2030,1469,1606,1102,688,581,314,31.5,31.4,31.8,4085,2.23,813,990,608,876,131,399,2255,2.93,4602,517,2159,1926
-94.5764888049999,39.224516,3274,Gladstone,city,MO,29,2927190, ,6,26363,25410,21805,1316,156,440,148,1848,648,897,12166,13244,1638,1437,1442,1435,1459,3227,3000,3768,3539,2249,1614,602,41.9,39.7,44.1,11182,2.27,1849,2422,1794,3182,302,881,6859,2.86,12148,966,7672,3510
-94.208753109,39.016684357,3275,Grain Valley,city,MO,29,2928090, ,6,13848,12854,11904,327,73,80,17,632,151,302,6289,6565,1296,1267,1020,815,691,2467,2058,1392,968,508,271,101,30.6,29.7,31.4,4566,2.81,489,648,1504,1054,189,436,3395,3.22,4867,301,3057,1509
-94.522687726,38.880177513,3276,Grandview,city,MO,29,2928324, ,6,26270,24475,11834,9997,131,263,18,2379,1243,989,11659,12816,1998,1744,1623,1733,1818,3717,3050,3409,2651,1640,837,255,33.8,32.3,35.3,9640,2.52,1582,1864,1658,2061,349,1299,6137,3.12,11070,1430,5555,4085
-91.393812882,39.709863586,3277,Hannibal,city,MO,29,2930214, ,6,18100,17916,15917,1264,39,115,16,324,84,481,8507,9409,1345,1167,1091,1198,1416,2302,2073,2480,2174,1252,930,488,37.2,35.7,38.6,7117,2.36,1106,1574,1242,1833,189,757,4400,2.96,8021,904,4290,2827
-94.346700552,38.6528194590001,3278,Harrisonville,city,MO,29,2930610, ,6,10086,10019,9518,115,69,64,4,265,79,170,4730,5289,736,743,772,714,605,1379,1277,1262,976,684,592,279,35.5,32.7,38.1,3854,2.49,508,814,842,880,141,410,2516,3.07,4144,290,2330,1524
-90.356674334,38.785353683,3279,Hazelwood,city,MO,29,2931276, ,6,25770,25703,16484,7835,69,353,10,776,310,642,12085,13618,1600,1513,1655,1936,1829,3748,3209,4122,2899,1702,1145,345,36.7,35.1,38.1,10933,2.34,1890,2411,1822,2368,286,1278,6608,3.01,11730,797,6822,4111
-94.414747361,39.091366581,3280,Independence,city,MO,29,2935000, ,8,120865,116830,100112,6498,736,1143,815,8999,3745,3781,56123,60707,7945,7398,7147,7146,7359,15435,13656,17573,14402,9307,6621,2841,39.4,37.5,41.3,48742,2.37,8295,10073,7935,12804,1645,4496,30165,2.97,53834,5092,32014,16728
-89.6505268449999,37.3781072850001,3281,Jackson,city,MO,29,2935648, ,6,14885,13758,13182,227,37,79,1,170,44,188,6471,7287,983,987,960,911,829,1806,1789,1827,1580,1004,765,317,37.2,35.2,39,5496,2.46,616,1033,1317,1614,180,462,3827,2.96,5835,339,3741,1755
-92.1756640899999,38.567743869,3282,Jefferson City,city,MO,29,2937000,State,6,44289,43079,33599,7263,142,755,25,1103,333,962,22074,21005,2805,2497,2332,2685,3159,6662,5611,6263,5284,2727,2014,1040,37.4,36.4,38.9,17278,2.21,3118,4133,2929,4255,447,1544,9969,2.89,18852,1574,10085,7193
-90.2525924999999,38.727280159,3283,Jennings,city,MO,29,2937178, ,6,14500,14712,1256,13210,21,24,0,90,35,166,6554,8158,1026,1106,1043,1325,988,1835,1741,2254,1819,858,511,206,35.2,31.2,38.6,5847,2.51,766,1291,513,795,206,1399,3782,3.13,6937,1090,3379,2468
-94.501469222,37.0760020440001,3284,Joplin,city,MO,29,2937592, ,7,53606,50150,43954,1657,911,801,154,2241,875,1798,24025,26125,3663,3240,2793,3357,4718,7275,5865,6381,5443,3605,2555,1255,35,33.3,37,20860,2.31,3857,4669,3435,4927,675,1894,12212,2.93,23322,2462,11389,9471
-94.588092697,39.1025398190001,3285,Kansas City,city,MO,29,2938000, ,8,488023,459787,272305,137540,2331,11399,861,45953,20770,14581,223183,236604,34557,30874,28566,28931,34043,75490,60956,64947,50717,26701,16983,7022,34.6,33.8,35.5,192406,2.34,40436,42221,30270,38241,5446,21174,109076,3.07,221860,29454,108090,84316
-90.048063317,36.2403651160001,3286,Kennett,city,MO,29,2938306, ,6,10475,10932,8752,1766,24,63,7,388,138,182,5148,5784,819,769,754,757,651,1295,1298,1407,1382,988,554,258,38.3,36.1,40.3,4377,2.41,594,911,692,1168,123,589,2849,2.95,4863,486,2441,1936
-92.575260041,40.1985632330001,3287,Kirksville,city,MO,29,2939026, ,6,17219,17505,16160,389,38,413,13,473,141,351,8069,9436,962,765,671,2408,4361,1894,1433,1632,1411,914,672,382,24.5,24.6,24.5,6714,2.18,1544,2076,940,1276,130,444,3066,2.9,7434,720,3078,3636
-90.420259351,38.5788850860001,3288,Kirkwood,city,MO,29,2939044, ,6,28497,27540,24634,1927,36,394,5,507,116,428,12668,14872,1630,1797,1862,1648,1132,3118,3424,4285,3940,2209,1631,864,42.6,39.7,45.1,11894,2.29,1559,2994,2544,3253,201,724,7327,2.97,12895,1001,9187,2707
-90.787069499,38.784514887,3289,Lake St. Louis,city,MO,29,2940043, ,6,16109,14545,13415,555,37,310,14,305,49,165,7202,7343,837,948,1038,894,723,1628,1943,2237,1974,1445,736,142,41.4,40.2,42.6,5816,2.5,733,850,1376,2163,135,303,4213,2.94,6197,381,4543,1273
-92.660329051,37.6717513460001,3290,Lebanon,city,MO,29,2941168, ,6,15054,14474,13625,188,89,102,10,380,106,354,6879,7595,1271,1072,879,904,1030,2019,1742,1848,1425,1092,794,398,35.4,33.4,37.5,5980,2.36,864,1331,1164,1444,226,602,3745,2.94,6728,748,3118,2862
-94.381476199,38.9171829310001,3291,Lee's Summit,city,MO,29,2941348, ,7,96740,91364,78634,7632,289,1535,114,3529,974,2186,43801,47563,6285,7253,7666,6534,4255,10987,13566,14348,9968,5498,3333,1671,37,35.8,38.2,34429,2.63,3736,5470,9909,10171,877,2705,25126,3.11,36679,2250,26313,8116
-90.34419651,38.4932249030001,3292,Lemay,Census Designated Place,MO,29,2941438, ,6,16807,16645,15581,288,49,278,6,517,159,284,8001,8644,988,938,960,1042,964,2403,2158,2480,1909,1196,1090,517,39.8,37.5,42.1,6915,2.36,1238,1529,1230,1552,217,548,4123,3.05,7610,695,5217,1698
-94.4194287029999,39.2391374790001,3293,Liberty,city,MO,29,2942032, ,6,29799,29149,26649,1038,135,285,30,1188,254,758,14185,14964,1955,2206,2223,2364,1851,3466,4111,4447,3290,1725,1027,484,36.3,35.2,37.3,10582,2.63,1377,1610,2879,3087,290,834,7555,3.11,11284,702,7739,2843
-90.506433025,38.583165835,3294,Manchester,city,MO,29,2945668, ,6,18477,18094,15842,565,29,1079,3,525,196,380,8809,9285,1106,1185,1168,1157,1077,2443,2299,2831,2497,1390,745,196,38.9,37.2,40.6,7239,2.5,904,1273,1830,2348,131,370,5048,3,7553,314,5642,1597
-93.201243074,39.114575421,3295,Marshall,city,MO,29,2946316, ,6,12917,13065,10347,1024,52,92,157,1723,1002,391,6422,6643,926,888,799,1198,1357,1650,1410,1568,1410,892,619,348,33.1,30.7,35.6,4741,2.49,748,1016,885,1124,197,480,2946,3.07,5276,535,2898,1843
-90.436949516,38.7179244430001,3296,Maryland Heights,city,MO,29,2946586, ,6,27498,27472,20122,3262,64,2696,13,1233,637,678,13387,14085,1661,1418,1499,1609,2338,5225,3553,3957,2855,1825,1110,422,35,33.8,36.6,12180,2.21,2650,2733,2117,2742,306,896,6766,2.9,13092,912,7136,5044
-94.8699890359999,40.342662546,3297,Maryville,city,MO,29,2946640, ,6,11847,11972,11052,369,29,324,3,193,50,145,5739,6233,526,434,360,2077,3484,1163,793,884,881,572,483,315,23.7,23.7,23.8,4217,2.16,1094,1248,566,857,68,215,1865,2.82,4543,326,1955,2262
-90.324800201,38.5057032650001,3298,Mehlville,Census Designated Place,MO,29,2947180, ,6,28699,28380,26227,856,45,587,12,825,211,442,13467,14913,1577,1406,1513,1506,1993,4123,3192,4172,3594,2481,2049,774,41.6,38.4,44.6,12858,2.19,2206,3135,2029,3491,283,830,7487,2.87,13651,793,8622,4236
-91.8701511519999,39.1580504240001,3299,Mexico,city,MO,29,2947648, ,6,11876,11543,9933,960,45,88,6,474,239,272,5570,5973,875,799,766,981,704,1444,1271,1445,1298,884,673,403,36.6,32.6,40.2,4727,2.33,727,1061,748,1187,166,561,2908,2.91,5272,545,2911,1816
-92.42503425,39.420889091,3300,Moberly,city,MO,29,2949034, ,6,13950,13974,12076,1357,49,81,2,299,48,361,7512,6462,901,879,839,838,1144,2260,1888,1899,1381,866,700,379,35.6,34.5,37.6,4960,2.35,798,1118,837,1154,164,588,3019,2.97,5687,727,2946,2014
-94.3645066879999,36.867661529,3301,Neosho,city,MO,29,2951572, ,6,11926,11835,9970,118,186,103,284,1337,852,322,5718,6117,1004,850,827,973,944,1655,1362,1363,1175,812,584,286,32.8,30.7,35.1,4457,2.55,587,888,1027,1103,157,435,2962,3.12,4998,541,2701,1756
-93.297047705,37.0453165590001,3302,Nixa,city,MO,29,2952616, ,6,21108,19022,17955,175,131,156,14,595,180,411,9018,10004,1527,1584,1572,1206,972,2857,2907,2292,1765,1257,798,285,34.3,33,35.4,7264,2.59,745,1194,2088,1983,220,669,5280,3.03,7871,607,4905,2359
-90.319903887,38.4478446540001,3303,Oakville,Census Designated Place,MO,29,2953876, ,6,37241,36143,34680,296,35,633,5,518,118,376,17696,18447,1801,2098,2599,2603,2020,3389,4231,6518,5732,3052,1541,559,43.6,42.4,44.6,13788,2.61,1403,1850,3623,5389,244,583,10511,3.02,14314,526,11830,1958
-90.69865902,38.8095417070001,3304,O'Fallon,city,MO,29,2954074, ,7,89365,79329,71315,3164,197,2499,44,2159,658,1452,38742,40587,6347,7129,6644,5489,3807,11119,13371,11705,6648,3930,2275,865,34.3,33.5,35,28234,2.8,2979,3713,9751,7650,780,1986,21436,3.23,29376,1142,23375,4859
-90.284657645,38.8394027350001,3305,Old Jamestown,Census Designated Place,MO,29,2954352, ,6,19417,19184,8045,10302,27,338,11,275,110,351,9103,10081,821,1068,1451,1499,1019,1564,2444,3596,3093,1499,834,296,44,42.8,44.9,7088,2.69,614,954,1670,2581,147,555,5497,3.08,7450,362,6726,362
-90.3689430649999,38.6966849460001,3306,Overland,city,MO,29,2955550, ,6,16223,16062,11770,2628,49,518,2,1027,620,475,7874,8188,1172,939,908,923,1056,2494,1993,2601,1940,979,701,356,37.7,36.2,39.4,6717,2.38,1242,1312,1011,1507,235,754,4136,2.96,7356,639,4677,2040
-93.2353904999999,37.024165522,3307,Ozark,city,MO,29,2955766, ,6,19523,17820,16957,150,97,96,18,572,137,365,8434,9386,1628,1601,1413,1203,1154,3101,2541,2070,1318,945,529,317,31,30.1,31.9,6603,2.65,780,1100,1909,1563,212,709,4689,3.14,7311,708,3822,2781
-90.413934115,36.7636026380001,3308,Poplar Bluff,city,MO,29,2959096, ,6,16662,17023,14434,1698,90,152,11,376,154,484,7810,9213,1276,1236,1032,1051,1140,2101,1911,2165,2014,1430,1180,487,38.4,35.8,40.9,7181,2.28,1181,1814,1017,1506,244,894,4154,2.94,8038,857,3711,3470
-94.4581869469999,38.802874815,3309,Raymore,city,MO,29,2960752, ,6,20837,19206,16870,1506,81,160,10,624,116,463,9206,10000,1407,1602,1588,1331,787,2453,2834,2624,1955,1241,899,485,36.5,35.3,37.6,7001,2.71,651,1025,2121,2236,172,507,5306,3.14,7421,420,5677,1324
-94.46408345,38.994382912,3310,Raytown,city,MO,29,2960788, ,6,30266,29526,20000,7421,135,301,61,1513,563,1045,13952,15574,1800,1884,1866,2012,1620,3663,3696,4625,3576,2083,1795,906,40.4,38.5,42,12104,2.39,1900,2442,1938,3078,342,1326,7701,2.97,13276,1172,8659,3445
-93.4757739999999,37.120702378,3311,Republic,city,MO,29,2961238, ,6,16633,14751,14103,97,85,81,1,320,92,292,7041,7710,1219,1363,1187,972,848,2448,2106,1763,1263,803,497,282,32.3,31.2,33.3,5516,2.64,597,890,1538,1453,205,560,3999,3.09,6139,623,3705,1811
-91.760592367,37.9462411540001,3312,Rolla,city,MO,29,2962912, ,6,20021,19559,16960,803,84,1115,17,512,80,500,10755,8804,1199,944,858,2105,4207,2887,1758,1906,1435,1021,790,449,26.4,24.2,31.8,7574,2.24,2058,1713,1147,1520,175,584,3765,2.9,8339,765,3173,4401
-90.3871204869999,38.726618833,3313,St. Ann,city,MO,29,2963956, ,6,12961,13020,9052,2879,45,287,1,745,396,360,6191,6829,831,801,800,803,876,2077,1569,2078,1491,772,643,279,37,35.1,38.8,5894,2.21,1214,1400,777,1087,191,681,3259,2.93,6496,602,3322,2572
-90.5170643709999,38.7958240990001,3314,St. Charles,city,MO,29,2964082, ,7,69188,65794,57557,3889,182,1673,47,2759,1170,1276,32253,33541,3855,3415,3480,4751,6540,9651,7432,9789,7718,4642,3125,1396,36.7,34.6,39,26715,2.29,4880,5606,4817,7299,636,1800,16128,2.9,28590,1875,17313,9402
-94.820920361,39.7598126140001,3315,St. Joseph,city,MO,29,2964550, ,7,76034,76780,67384,4585,347,674,183,4414,1558,2049,38242,38538,5429,4986,4708,5503,6420,10772,9217,10699,8441,5168,3609,1828,35.6,34.1,37.4,29727,2.43,4852,6228,5245,7246,1083,3015,18492,3.01,33189,3462,18056,11671
-90.2451761089999,38.635771074,3316,St. Louis,city,MO,29,2965000, ,8,316262,319294,140267,157160,838,9291,74,11130,4102,7562,154171,165123,21089,17379,16911,22551,28852,57661,40244,44811,34621,17689,12108,5378,34.1,33.4,34.8,142057,2.16,37061,37158,13104,19862,3584,18166,67488,3.08,176002,33945,64425,77632
-90.606638039,38.7827586760001,3317,St. Peters,city,MO,29,2965126, ,7,57890,52575,48196,1939,96,971,33,1319,409,931,25352,27223,3003,3160,3630,3730,3071,7227,6958,9085,6704,3097,2037,873,38.7,36.8,40.5,20861,2.51,2664,3876,5036,6180,527,1243,14244,3.05,21717,856,16897,3964
-93.235221224,38.704294675,3318,Sedalia,city,MO,29,2966440, ,6,21277,21387,18246,1103,115,146,22,1931,1111,644,10261,11126,1783,1432,1330,1437,1683,3113,2431,2799,2153,1406,1200,620,34.7,33,36.6,8850,2.36,1579,1972,1499,1981,304,934,5226,3,9979,1129,5059,3791
-89.5813175,36.8747398200001,3319,Sikeston,city,MO,29,2967790, ,6,16516,16318,11415,4275,24,138,7,378,131,328,7479,8839,1201,1122,1082,1115,982,2004,1913,2239,2042,1361,893,364,38.4,36.3,40.3,6749,2.37,907,1487,1100,1676,172,895,4326,2.96,7289,540,3887,2862
-90.210113,38.785611062,3320,Spanish Lake,Census Designated Place,MO,29,2969266, ,6,19584,19650,3882,15116,46,75,6,244,69,456,8763,10887,1594,1538,1678,1691,1451,2519,2541,2618,1992,1055,656,317,32.2,29.6,33.9,7730,2.52,1226,1552,1055,1239,274,1705,4921,3.19,8899,1169,3982,3748
-93.292089947,37.194438419,3321,Springfield,city,MO,29,2970000, ,8,168612,159498,141526,6524,1233,3015,267,5851,1889,5044,77326,82172,9584,7877,7106,11948,22058,24419,17118,19540,16727,10784,8128,4209,33.4,31.9,35.1,69754,2.13,15518,18452,8724,15240,1875,5382,35453,2.81,77620,7866,34290,35464
-90.478880831,38.6315967080001,3322,Town and Country,city,MO,29,2973618, ,6,10839,10815,9494,280,12,812,10,189,38,169,5024,5791,337,540,848,1113,628,504,832,1730,1781,1091,752,659,48.5,47.9,49.1,3591,2.66,281,509,991,1601,37,67,2798,3.02,3871,280,3109,482
-90.971934626,38.970823841,3323,Troy,city,MO,29,2973942, ,6,10902,10540,9751,324,43,79,4,313,87,252,4993,5547,950,929,858,724,565,1752,1455,1217,847,614,420,209,32.2,31,33.4,3843,2.67,437,663,1054,888,177,427,2727,3.16,4141,298,2581,1262
-91.00929225,38.4485349080001,3324,Union,city,MO,29,2974626, ,6,10889,10204,9767,110,57,43,3,146,56,168,4930,5274,938,888,667,661,733,1668,1297,1250,924,574,406,198,32.2,31.4,33,3902,2.59,553,711,965,898,172,361,2612,3.14,4226,324,2563,1339
-90.331539037,38.665664049,3325,University City,city,MO,29,2975220, ,6,36368,35371,17954,14535,89,1504,10,979,334,945,16477,18894,2125,1914,1733,1778,3353,5763,4307,4353,4368,2876,1783,1018,37.3,34.7,39.6,16154,2.18,3252,4390,2112,3354,284,1426,8484,2.9,18021,1867,8922,7232
-93.728419947,38.761743579,3326,Warrensburg,city,MO,29,2977092, ,6,19572,18838,16065,1408,93,520,40,590,125,587,9333,9505,1128,918,789,2309,4974,2480,1626,1580,1246,722,637,429,24.3,24.2,24.4,6803,2.32,1628,1747,1130,1326,140,502,3400,2.96,7450,647,2850,3953
-91.0151458839999,38.5517058340001,3327,Washington,city,MO,29,2977416, ,6,14346,13982,13521,96,20,76,10,299,95,164,6682,7300,917,878,967,930,792,1796,1683,2109,1538,1097,886,389,39.5,36.8,41.8,5863,2.35,915,1252,1230,1603,164,413,3665,2.97,6319,456,3994,1869
-94.467429168,37.141453493,3328,Webb City,city,MO,29,2978118, ,6,12375,10996,9975,178,160,101,9,543,241,332,5276,5720,910,841,869,806,865,1645,1391,1351,1043,675,438,162,32.1,30.4,33.7,4230,2.57,570,791,1003,1021,166,428,2840,3.1,4730,500,2535,1695
